genome	gtdb_species	gtdb_genus	study_id	ecosystem_compartment	is_mag	n_phaC_matrix	n_targets_corrected	pct_triad_complete	pct_full_length	median_protein_length_aa	n_distinct_cluster07	n_clusters_known_of	pct_distinct_clusters	n_scaffolds_known	n_targets_scaffold_known_of	checkm_completeness	checkm_contamination	legitimacy_call
KRUG19-1_SAMN03169776_MAG_00000099	Opacimonas sp002292215	Opacimonas	KRUG19-1	Seawater	True	3	3	1.000	0.667	577	3	3	1.000	2	3	95.96	1.18	likely_legit
KRUG19-1_SAMN03169776_MAG_00000218	UBA981 sp002292285	UBA981	KRUG19-1	Seawater	True	3	3	1.000	0.333	381	3	3	1.000	3	3	97.18	0.0	likely_legit
KRUG19-1_SAMN03169777_MAG_00000050	Yoonia sp023955335	Yoonia	KRUG19-1	Seawater	True	3	3	0.667	0.333	424	3	3	1.000	2	3	86.21	2.04	likely_legit
KRUG19-1_SAMN03169777_MAG_00000082	UBA4479 sp002389385	UBA4479	KRUG19-1	Seawater	True	3	3	1.000	0.667	599	3	3	1.000	2	2	91.61	2.24	likely_legit
KRUG19-1_SAMN03169777_MAG_00000094	Opacimonas sp002292215	Opacimonas	KRUG19-1	Seawater	True	3	3	1.000	0.667	577	3	3	1.000	0	0	95.63	0.51	likely_legit
KRUG19-1_SAMN03169777_MAG_00000122	Yoonia sp002378665	Yoonia	KRUG19-1	Seawater	True	3	3	1.000	1.000	584	3	3	1.000	3	3	90.43	1.52	likely_legit
KRUG19-1_SAMN03169778_MAG_00000003	UBA4479 sp002389385	UBA4479	KRUG19-1	Seawater	True	3	3	1.000	0.333	333	3	3	1.000	2	2	81.69	1.41	likely_legit
KRUG19-1_SAMN03169778_MAG_00000048	Opacimonas sp002292215	Opacimonas	KRUG19-1	Seawater	True	3	3	1.000	0.667	577	3	3	1.000	0	0	93.98	1.69	likely_legit
KRUG19-1_SAMN03169779_MAG_00000046	UBA4479 sp002389385	UBA4479	KRUG19-1	Seawater	True	3	3	1.000	0.667	599	3	3	1.000	1	1	95.52	0.5	likely_legit
KRUG19-1_SAMN03169780_MAG_00000021	UBA4479 sp002389385	UBA4479	KRUG19-1	Seawater	True	3	3	1.000	0.667	599	3	3	1.000	2	2	93.03	0.5	likely_legit
KRUG19-1_SAMN03169781_MAG_00000226	UBA4479 sp002389385	UBA4479	KRUG19-1	Seawater	True	3	3	1.000	0.667	599	3	3	1.000	1	1	94.78	0.5	likely_legit
KRUG19-1_SAMN03169783_MAG_00000109	UBA830 sp905479125	UBA830	KRUG19-1	Seawater	True	3	3	0.667	0.333	416	3	3	1.000	2	2	99.35	1.45	likely_legit
KRUG19-1_SAMN03173239_MAG_00000024	UBA830 sp905479125	UBA830	KRUG19-1	Seawater	True	3	3	0.667	0.333	416	3	3	1.000	2	2	88.73	0.0	likely_legit
KRUG19-1_SAMN03173239_MAG_00000116	UBA981 sp002292285	UBA981	KRUG19-1	Seawater	True	3	3	1.000	0.333	381	3	3	1.000	0	0	97.18	0.0	likely_legit
KRUG19-1_SAMN03173240_MAG_00000110	UBA4479 sp002389175	UBA4479	KRUG19-1	Seawater	True	3	3	1.000	0.667	595	3	3	1.000	3	3	97.0	0.51	likely_legit
KRUG19-1_SAMN06264408_MAG_00000081	Acidovorax temperans	Acidovorax	KRUG19-1	Seawater	True	3	3	0.667	1.000	605	3	3	1.000	3	3	85.03	0.87	likely_legit
KRUG19-1_SAMN06264408_MAG_00000119	UBA4479 sp002389385	UBA4479	KRUG19-1	Seawater	True	3	3	0.333	0.000	253	3	3	1.000	3	3	69.8	1.79	uncertain
KRUG19-1_SAMN06264747_MAG_00000010	UBA4479 sp002389385	UBA4479	KRUG19-1	Seawater	True	3	3	1.000	0.333	353	3	3	1.000	2	2	84.51	1.41	likely_legit
KRUG19-1_SAMN06264747_MAG_00000056	Glaciecola nitratireducens	Glaciecola	KRUG19-1	Seawater	True	3	3	0.667	0.667	578	3	3	1.000	2	3	100.0	0.62	likely_legit
KRUG19-1_SAMN06264902_MAG_00000165	UBA4479 sp002389175	UBA4479	KRUG19-1	Seawater	True	3	3	1.000	0.667	595	3	3	1.000	0	0	89.29	1.14	likely_legit
KRUG19-1_SAMN06265151_MAG_00000109	Unknown Tateyamaria	Tateyamaria	KRUG19-1	Seawater	True	3	3	1.000	1.000	587	3	3	1.000	3	3	95.77	4.23	likely_legit
KRUG19-1_SAMN06266115_MAG_00000005	Glaciecola nitratireducens	Glaciecola	KRUG19-1	Seawater	True	3	3	0.667	0.667	578	3	3	1.000	0	0	97.81	0.62	likely_legit
KRUG19-1_SAMN06266116_MAG_00000051	Unknown Octadecabacter	Octadecabacter	KRUG19-1	Seawater	True	3	3	0.667	0.667	586	3	3	1.000	3	3	74.69	0.41	likely_legit
KRUG19-1_SAMN06266116_MAG_00000114	Glaciecola nitratireducens	Glaciecola	KRUG19-1	Seawater	True	3	3	0.667	0.667	578	3	3	1.000	1	1	97.31	3.33	likely_legit
KRUG19-1_SAMN06266117_MAG_00000036	UBA4479 sp002389385	UBA4479	KRUG19-1	Seawater	True	3	3	1.000	0.333	453	3	3	1.000	3	3	79.88	0.5	likely_legit
KRUG19-1_SAMN06266122_MAG_00000191	Unknown Yoonia	Yoonia	KRUG19-1	Seawater	True	3	3	1.000	0.667	611	3	3	1.000	2	2	85.73	1.38	likely_legit
KRUG19-1_SAMN06266127_MAG_00000053	Opacimonas sp002292215	Opacimonas	KRUG19-1	Seawater	True	3	3	1.000	0.667	577	3	3	1.000	0	0	95.88	0.55	likely_legit
KRUG19-1_SAMN06267310_MAG_00000066	Sphingomonas sp028823055	Sphingomonas	KRUG19-1	Seawater	True	3	3	1.000	0.333	412	3	3	1.000	3	3	76.06	1.41	likely_legit
KRUG19-1_SAMN06267310_MAG_00000070	Opacimonas sp002292215	Opacimonas	KRUG19-1	Seawater	True	3	3	0.667	0.333	409	3	3	1.000	2	2	61.59	1.34	likely_legit
KRUG19-2_SAMN08776802_MAG_00000190	Unknown JACKII01	JACKII01	KRUG19-2	Seawater	True	3	3	1.000	0.667	593	3	3	1.000	3	3	96.35	0.5	likely_legit
KRUG19-2_SAMN08776908_MAG_00000010	UBA4479 sp002389385	UBA4479	KRUG19-2	Seawater	True	3	3	1.000	0.000	430	3	3	1.000	3	3	83.79	0.88	likely_legit
KRUG19-2_SAMN08778199_MAG_00000189	Unknown Alteromonas_E	Alteromonas_E	KRUG19-2	Seawater	True	3	3	0.333	0.000	407	2	3	0.667	2	3	87.38	2.93	uncertain
LIUR22-1_SAMN17320296_MAG_00000147	Unknown Casp-alpha2	Casp-alpha2	LIUR22-1	Marine sediment	True	3	3	0.667	0.333	323	3	3	1.000	3	3	69.01	0.0	likely_legit
LOPE16-1_SAMN05213967_MAG_00000010	Pseudophaeobacter sp913054455	Pseudophaeobacter	LOPE16-1	Seawater	True	3	3	0.667	0.667	602	3	3	1.000	2	3	99.0	0.35	likely_legit
LOPE16-1_SAMN05213968_MAG_00000009	Shimia thalassica	Shimia	LOPE16-1	Seawater	True	3	3	1.000	0.667	589	3	3	1.000	2	3	97.18	5.63	likely_legit
LUOE20-1_SAMN05991657-S001_MAG_00000075	Casp-alpha2 sp002938075	Casp-alpha2	LUOE20-1	Seawater	True	3	3	0.000	0.000	216	2	3	0.667	2	3	88.73	0.0	likely_artifact
LUOE20-1_SAMN05991665-S001_MAG_00000010	Sphingobium naphthae	Sphingobium	LUOE20-1	Seawater	True	3	3	0.000	0.000	144	2	3	0.667	2	3	59.15	4.23	likely_artifact
LUOE20-1_SAMN05991697-S003_MAG_00000095	Sphingobium naphthae	Sphingobium	LUOE20-1	Seawater	True	3	3	0.333	0.000	377	2	3	0.667	2	3	93.55	2.42	uncertain
LUOE20-1_SAMN05991719-S001_MAG_00000013	Vibrio chagasii_A	Vibrio	LUOE20-1	Seawater	True	3	3	0.333	0.000	195	3	3	1.000	3	3	72.02	9.0	uncertain
LUOE20-1_SAMN25282953-S001_MAG_00000013	JAKUPQ01 sp022450665	JAKUPQ01	LUOE20-1	Seawater	True	3	3	1.000	0.000	394	3	3	1.000	3	3	98.59	2.82	likely_legit
LUOR22-1_SAMEA13322662_MAG_00000081	Unknown HK1	HK1	LUOR22-1	Marine sponge tissue	True	3	3	0.667	0.667	503	3	3	1.000	3	3	80.28	0.0	likely_legit
LUOR22-1_SAMEA13322666_MAG_00000101	Unknown Alphaproteobacteria	Unknown Alphaproteobacteria	LUOR22-1	Marine sponge tissue	True	3	3	0.667	0.333	344	3	3	1.000	3	3	82.95	6.58	likely_legit
LUOR22-1_SAMEA13322678_MAG_00000026	Unknown HK1	HK1	LUOR22-1	Marine sponge tissue	True	3	3	0.667	0.667	591	3	3	1.000	2	3	87.32	4.23	likely_legit
LUOR22-1_SAMEA13322678_MAG_00000122	Unknown HK1	HK1	LUOR22-1	Marine sponge tissue	True	3	3	0.667	0.667	599	3	3	1.000	3	3	57.75	4.23	likely_legit
LUOR22-1_SAMEA13322679_MAG_00000089	Unknown HK1	HK1	LUOR22-1	Marine sponge tissue	True	3	3	0.333	0.333	200	3	3	1.000	3	3	79.31	0.0	uncertain
LUOR22-1_SAMEA13322680_MAG_00000018	Unknown HK1	HK1	LUOR22-1	Marine sponge tissue	True	3	3	0.667	0.667	599	3	3	1.000	3	3	80.28	2.82	likely_legit
LUOR22-1_SAMEA13410271_MAG_00000034	Limnobacter sp902506325	Limnobacter	LUOR22-1	Seawater	True	3	3	0.667	0.333	400	3	3	1.000	3	3	99.0	0.03	likely_legit
LUOR22-1_SAMEA13410272_MAG_00000019	Alcanivorax sp000155615	Alcanivorax	LUOR22-1	Seawater	True	3	3	0.333	0.000	382	3	3	1.000	2	2	79.4	5.36	uncertain
MAKI22-1_SAMN20322036_MAG_00000006	Alcanivorax sp000155615	Alcanivorax	MAKI22-1	Seawater	True	3	3	0.000	0.000	202	2	3	0.667	2	3	97.18	0.0	likely_artifact
MAKI22-1_SAMN20322038_MAG_00000038	Unknown Hyphococcus	Hyphococcus	MAKI22-1	Seawater	True	3	3	1.000	1.000	627	3	3	1.000	3	3	58.34	0.82	likely_legit
MARK18-1_SAMN08606303_MAG_00000007	Lentibacter sp029254145	Lentibacter	MARK18-1	Seawater	True	3	3	0.333	0.000	429	2	3	0.667	1	3	69.93	0.83	uncertain
MARK18-1_SAMN08606331_MAG_00000028	Limnobacter sp000170915	Limnobacter	MARK18-1	Seawater	True	3	3	0.667	0.333	408	3	3	1.000	2	2	57.4	1.72	likely_legit
MARK18-1_SAMN08606343_MAG_00000009	Limnobacter sp000170915	Limnobacter	MARK18-1	Seawater	True	3	3	0.667	0.333	408	3	3	1.000	1	1	85.66	1.28	likely_legit
MARK18-1_SAMN08606348_MAG_00000010	Limnobacter sp000170915	Limnobacter	MARK18-1	Seawater	True	3	3	0.667	0.333	408	3	3	1.000	1	1	81.39	0.45	likely_legit
MARL16-1_SAMN03857199_MAG_00000019	Vreelandella sedimenti	Vreelandella	MARL16-1	Marine sediment	True	3	3	0.667	1.000	737	3	3	1.000	3	3	96.34	0.46	likely_legit
MART15-1_SAMN05504280_MAG_00000157	Limnobacter sp002954425	Limnobacter	MART15-1	Seawater	True	3	3	0.333	0.333	368	3	3	1.000	2	2	92.19	0.93	uncertain
MART15-1_SAMN07357610_MAG_00000181	Azonexus sp008711155	Azonexus	MART15-1	Seawater	True	3	3	0.667	0.333	353	3	3	1.000	3	3	73.59	1.58	likely_legit
MART15-1_SAMN07357612_MAG_00000135	Hyphomonas sp000682775	Hyphomonas	MART15-1	Seawater	True	3	3	1.000	0.667	563	3	3	1.000	3	3	100.0	0.0	likely_legit
MART15-1_SAMN07357612_MAG_00000144	Sphingosinicella sp013911755	Sphingosinicella	MART15-1	Seawater	True	3	3	1.000	0.000	396	3	3	1.000	1	1	92.96	1.41	likely_legit
MCIN21-1_SAMEA7319891_MAG_00000042	UBA3064 sp023258775	UBA3064	MCIN21-1	Freshwater aquaculture water	True	3	3	0.667	0.333	366	3	3	1.000	3	3	74.65	1.41	likely_legit
MCIN21-1_SAMEA7319895_MAG_00000041	Novosphingobium arvoryzae	Novosphingobium	MCIN21-1	Freshwater aquaculture water	True	3	3	1.000	0.333	415	3	3	1.000	3	3	59.36	2.39	likely_legit
MCIN21-1_SAMEA7319895_MAG_00000084	Unknown Malikia	Malikia	MCIN21-1	Freshwater aquaculture water	True	3	3	0.667	1.000	592	3	3	1.000	3	3	64.76	3.51	likely_legit
MCIN21-1_SAMEA7319898_MAG_00000023	Unknown Fluviibacter	Fluviibacter	MCIN21-1	Freshwater lake water	True	3	3	1.000	1.000	588	3	3	1.000	3	3	86.56	1.11	likely_legit
MCIN21-1_SAMEA7319899_MAG_00000034	Unknown Fluviibacter	Fluviibacter	MCIN21-1	Freshwater lake water	True	3	3	1.000	1.000	588	3	3	1.000	2	2	83.17	1.18	likely_legit
MCIN21-1_SAMEA7319912_MAG_00000010	Unknown JADKHE01	JADKHE01	MCIN21-1	Freshwater aquaculture sediment	True	3	3	0.333	0.333	368	3	3	1.000	3	3	58.42	1.9	uncertain
MCIN21-1_SAMEA7319912_MAG_00000013	Unknown Azonexus	Azonexus	MCIN21-1	Freshwater aquaculture sediment	True	3	3	1.000	1.000	583	3	3	1.000	0	0	90.82	1.33	likely_legit
MCIN21-1_SAMEA7319926_MAG_00000011	Unknown Azonexus	Azonexus	MCIN21-1	Freshwater pond sediment	True	3	3	0.667	1.000	583	3	3	1.000	3	3	88.6	0.54	likely_legit
MEHR18-1_SAMN03444961_MAG_00000198	GCA-2731375 sp027623205	GCA-2731375	MEHR18-1	Seawater	True	3	3	0.667	0.333	419	3	3	1.000	3	3	98.59	0.0	likely_legit
MEHR18-1_SAMN03444961_MAG_00000285	JAQBZY01 sp027620395	JAQBZY01	MEHR18-1	Seawater	True	3	3	1.000	0.667	582	3	3	1.000	3	3	79.66	0.61	likely_legit
MEYE16-2_SAMN03458685_MAG_00000010	GCA-002401295 sp002401295	GCA-002401295	MEYE16-2	Seawater	True	3	3	0.667	0.667	595	3	3	1.000	2	3	87.6	1.26	likely_legit
MEYE16-2_SAMN03458688_MAG_00000030	NORP23 sp016765235	NORP23	MEYE16-2	Seawater	True	3	3	1.000	0.667	582	3	3	1.000	3	3	81.69	0.0	likely_legit
MORG22-1_SAMN09064976_MAG_00000032	Unknown GCA-2731375	GCA-2731375	MORG22-1	Marine sponge tissue	True	3	3	0.667	0.333	419	3	3	1.000	3	3	95.77	0.0	likely_legit
MORG22-1_SAMN09064978_MAG_00000027	G963555825 sp963555825	G963555825	MORG22-1	Marine sponge tissue	True	3	3	0.333	0.333	314	3	3	1.000	2	2	90.14	2.82	uncertain
MORG22-1_SAMN09197752_MAG_00000026	Limnobacter sp002954425	Limnobacter	MORG22-1	Seawater	True	3	3	0.667	0.333	408	3	3	1.000	2	2	98.59	0.0	likely_legit
MUDA16-1_SAMN06140902_MAG_00000057	Unknown UBA8904	UBA8904	MUDA16-1	Marine sediment	True	3	3	0.333	0.333	431	3	3	1.000	2	3	93.36	3.23	uncertain
NAPP22-1_SAMN15346751_MAG_00000031	Unknown Hyphomonas	Hyphomonas	NAPP22-1	Marine algae thallus	True	3	3	1.000	0.667	562	3	3	1.000	3	3	100.0	0.0	likely_legit
NAPP22-1_SAMN15346752_MAG_00000089	Unknown Hyphomonas	Hyphomonas	NAPP22-1	Marine algae thallus	True	3	3	1.000	0.667	562	3	3	1.000	1	1	98.59	0.0	likely_legit
NAPP22-1_SAMN15346753_MAG_00000045	Unknown Alteromonas_F	Alteromonas_F	NAPP22-1	Marine algae thallus	True	3	3	0.333	0.000	407	2	3	0.667	1	3	89.37	1.43	uncertain
NAPP22-1_SAMN15346757_MAG_00000030	Unknown Hyphomonas	Hyphomonas	NAPP22-1	Marine algae thallus	True	3	3	1.000	0.667	562	3	3	1.000	2	2	97.18	1.41	likely_legit
NAPP22-1_SAMN15346757_MAG_00000090	Unknown IMCC34051	IMCC34051	NAPP22-1	Marine algae thallus	True	3	3	1.000	0.667	520	3	3	1.000	2	3	90.14	2.82	likely_legit
NAPP22-1_SAMN15346758_MAG_00000051	CALGNO01 sp937958625	CALGNO01	NAPP22-1	Marine algae thallus	True	3	3	1.000	0.333	418	2	3	0.667	3	3	53.52	5.63	likely_legit
NGUY21-1_SAMN17524317_MAG_00000192	JAAXHV01 sp022826885	JAAXHV01	NGUY21-1	Marine sponge tissue	True	3	3	0.667	0.333	286	2	3	0.667	3	3	71.83	1.41	likely_legit
NGUY21-1_SAMN17524319_MAG_00000114	Unknown Bin65	Bin65	NGUY21-1	Marine sponge tissue	True	3	3	0.667	0.333	413	3	3	1.000	3	3	100.0	0.0	likely_legit
NGUY21-1_SAMN17524321_MAG_00000218	Unknown HK1	HK1	NGUY21-1	Marine sponge tissue	True	3	3	0.667	0.667	609	3	3	1.000	3	3	98.59	9.86	likely_legit
NGUY21-1_SAMN17524325_MAG_00000090	Unknown HK1	HK1	NGUY21-1	Marine sponge tissue	True	3	3	0.333	0.667	555	3	3	1.000	3	3	80.28	4.23	uncertain
NGUY21-1_SAMN17524327_MAG_00000127	WTGU01 sp022823305	WTGU01	NGUY21-1	Marine sponge tissue	True	3	3	1.000	0.333	410	2	3	0.667	3	3	92.81	5.02	likely_legit
NILS19-1_SAMN09302791_MAG_00000003	Unknown Limnobacter	Limnobacter	NILS19-1	Seawater	True	3	3	0.667	0.667	536	3	3	1.000	3	3	98.59	0.0	likely_legit
NILS19-1_SAMN09302792_MAG_00000057	Unknown Limnobacter	Limnobacter	NILS19-1	Seawater	True	3	3	0.667	0.667	536	3	3	1.000	0	0	100.0	0.0	likely_legit
NILS19-1_SAMN09302797_MAG_00000027	Limnobacter sp018815245	Limnobacter	NILS19-1	Seawater	True	3	3	0.333	0.000	368	3	3	1.000	3	3	73.17	2.38	uncertain
NILS19-1_SAMN09302799_MAG_00000001	Limnobacter sp018815245	Limnobacter	NILS19-1	Seawater	True	3	3	0.667	0.333	379	3	3	1.000	1	1	98.6	0.21	likely_legit
NILS19-1_SAMN09302802_MAG_00000019	Limnobacter sp018815245	Limnobacter	NILS19-1	Seawater	True	3	3	0.667	0.333	379	3	3	1.000	0	0	98.59	0.0	likely_legit
NILS19-1_SAMN09302806_MAG_00000015	Limnobacter sp018815245	Limnobacter	NILS19-1	Seawater	True	3	3	0.667	0.333	379	3	3	1.000	0	0	98.59	0.0	likely_legit
NILS19-1_SAMN09302807_MAG_00000031	Limnobacter sp018815245	Limnobacter	NILS19-1	Seawater	True	3	3	0.667	0.333	379	3	3	1.000	0	0	92.84	1.45	likely_legit
NILS19-1_SAMN09302812_MAG_00000031	Pseudomonas_E sp018827205	Pseudomonas_E	NILS19-1	Seawater	True	3	3	0.667	0.333	497	3	3	1.000	2	3	85.92	5.63	likely_legit
NILS19-1_SAMN09302812_MAG_00000033	Unknown Caulobacter	Caulobacter	NILS19-1	Seawater	True	3	3	0.667	0.000	334	2	3	0.667	2	3	88.7	2.78	likely_legit
NOWI19-1_SAMN09201302_MAG_00000031	Litorivicinus sp938091715	Litorivicinus	NOWI19-1	Seawater	True	3	3	1.000	0.333	405	3	3	1.000	2	3	92.96	1.41	likely_legit
NOWI19-1_SAMN09201440_MAG_00000009	TMED26 sp003280605	TMED26	NOWI19-1	Seawater	True	3	3	1.000	0.333	439	3	3	1.000	3	3	87.98	1.01	likely_legit
NOWI19-1_SAMN09201440_MAG_00000106	Litorivicinus sp938091715	Litorivicinus	NOWI19-1	Seawater	True	3	3	1.000	0.333	405	3	3	1.000	2	2	97.18	0.0	likely_legit
NOWI19-1_SAMN09201602_MAG_00000005	Litorivicinus sp938091715	Litorivicinus	NOWI19-1	Seawater	True	3	3	1.000	0.333	405	3	3	1.000	1	2	94.37	4.23	likely_legit
NOWI19-1_SAMN09201603_MAG_00000007	Litorivicinus sp938091715	Litorivicinus	NOWI19-1	Seawater	True	3	3	1.000	0.333	405	3	3	1.000	2	2	94.37	0.0	likely_legit
NOWI19-1_SAMN09201686_MAG_00000095	Litorivicinus sp938091715	Litorivicinus	NOWI19-1	Seawater	True	3	3	1.000	0.333	405	3	3	1.000	1	1	97.18	1.41	likely_legit
NOWI19-1_SAMN10350899_MAG_00000032	Litorivicinus sp938091715	Litorivicinus	NOWI19-1	Seawater	True	3	3	0.667	0.333	396	3	3	1.000	2	3	88.76	1.72	likely_legit
NOWI19-1_SAMN10351174_MAG_00000038	Salinivivens sp003332035	Salinivivens	NOWI19-1	Seawater	True	3	3	0.333	0.333	337	1	3	0.333	1	2	73.24	8.45	uncertain
OBRI24-1_SAMEA115094358_MAG_00000017	Limnobacter sp000170915	Limnobacter	OBRI24-1	Seawater	True	3	3	0.667	0.333	408	3	3	1.000	2	2	98.59	0.0	likely_legit
OBRI24-1_SAMEA115094360_MAG_00000012	Roseovarius indicus	Roseovarius	OBRI24-1	Seawater	True	3	3	0.333	0.000	373	2	3	0.667	1	2	66.2	2.82	uncertain
OBRI24-1_SAMEA115094360_MAG_00000034	Unknown UBA4479	UBA4479	OBRI24-1	Seawater	True	3	3	1.000	0.333	410	3	3	1.000	3	3	63.63	1.26	likely_legit
OBRI24-1_SAMEA115094360_MAG_00000045	Qipengyuania pacifica	Qipengyuania	OBRI24-1	Seawater	True	3	3	0.000	0.333	399	3	3	1.000	2	3	95.9	2.24	likely_artifact
OBRI24-1_SAMEA115094362_MAG_00000099	Roseovarius indicus	Roseovarius	OBRI24-1	Seawater	True	3	3	1.000	0.333	434	3	3	1.000	1	1	85.92	1.41	likely_legit
OBRI24-1_SAMEA115094364_MAG_00000061	Unknown Qipengyuania_C	Qipengyuania_C	OBRI24-1	Seawater	True	3	3	0.333	0.000	359	3	3	1.000	2	3	83.1	1.41	uncertain
OBRI24-1_SAMEA115094366_MAG_00000061	Unknown Qipengyuania	Qipengyuania	OBRI24-1	Seawater	True	3	3	1.000	0.667	563	3	3	1.000	3	3	99.25	0.68	likely_legit
OBRI24-1_SAMEA115094366_MAG_00000090	Roseovarius indicus	Roseovarius	OBRI24-1	Seawater	True	3	3	1.000	0.667	603	3	3	1.000	0	0	94.39	3.16	likely_legit
OBRI24-1_SAMEA115094367_MAG_00000119	Unknown Qipengyuania	Qipengyuania	OBRI24-1	Seawater	True	3	3	1.000	0.667	563	3	3	1.000	0	0	99.5	0.6	likely_legit
OBRI24-1_SAMEA115094368_MAG_00000014	Roseovarius indicus	Roseovarius	OBRI24-1	Seawater	True	3	3	1.000	0.667	603	3	3	1.000	0	0	90.14	2.82	likely_legit
OBRI24-1_SAMEA115094370_MAG_00000156	Unknown PTKB01	PTKB01	OBRI24-1	Seawater	True	3	3	0.667	0.000	389	2	3	0.667	2	3	83.76	0.65	likely_legit
OBRI24-1_SAMEA115094370_MAG_00000187	GCA-2731375 sp028824965	GCA-2731375	OBRI24-1	Seawater	True	3	3	0.667	0.333	408	3	3	1.000	3	3	85.89	2.03	likely_legit
OBRI24-1_SAMEA115094373_MAG_00000044	Parasphingopyxis sp937129435	Parasphingopyxis	OBRI24-1	Seawater	True	3	3	1.000	0.333	361	3	3	1.000	2	2	92.96	0.0	likely_legit
OBRI24-1_SAMEA115094376_MAG_00000196	JABMNT01 sp028825025	JABMNT01	OBRI24-1	Seawater	True	3	3	1.000	0.333	410	3	3	1.000	3	3	66.21	0.0	likely_legit
OBRI24-1_SAMEA115094377_MAG_00000284	GCA-2731375 sp028824965	GCA-2731375	OBRI24-1	Seawater	True	3	3	1.000	0.333	408	3	3	1.000	3	3	98.59	2.82	likely_legit
OBRI24-1_SAMEA115094382_MAG_00000109	GCA-2731375 sp028824965	GCA-2731375	OBRI24-1	Seawater	True	3	3	1.000	0.333	408	3	3	1.000	2	2	95.29	1.52	likely_legit
OBRI24-1_SAMEA115094385_MAG_00000121	GCA-2731375 sp028824965	GCA-2731375	OBRI24-1	Seawater	True	3	3	1.000	0.000	408	3	3	1.000	2	2	86.21	1.43	likely_legit
OBRI24-1_SAMEA115094385_MAG_00000173	Nocardioides cremeus	Nocardioides	OBRI24-1	Seawater	True	3	3	0.667	0.000	387	3	3	1.000	3	3	94.37	1.41	likely_legit
OBRI24-1_SAMEA115094385_MAG_00000243	Roseovarius indicus	Roseovarius	OBRI24-1	Seawater	True	3	3	0.667	0.667	603	3	3	1.000	3	3	73.24	0.0	likely_legit
OBRI24-1_SAMEA115094385_MAG_00000258	Hyphococcus sp002704915	Hyphococcus	OBRI24-1	Seawater	True	3	3	0.667	0.333	334	3	3	1.000	3	3	56.34	2.82	likely_legit
PANK22-1_SAMN12290235_MAG_00000016	Unknown Bin18	Bin18	PANK22-1	Marine sponge tissue	True	3	3	0.667	0.333	368	3	3	1.000	3	3	94.37	0.0	likely_legit
PANK22-1_SAMN12290235_MAG_00000025	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	596	3	3	1.000	3	3	91.55	2.82	likely_legit
PANK22-1_SAMN12290239_MAG_00000039	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	0.667	598	3	3	1.000	3	3	90.14	1.41	likely_legit
PANK22-1_SAMN12290305_MAG_00000052	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	598	3	3	1.000	3	3	98.59	2.82	likely_legit
PANK22-1_SAMN12290512_MAG_00000006	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	0.667	579	3	3	1.000	3	3	83.1	4.23	likely_legit
PANK22-1_SAMN12290604_MAG_00000038	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	599	3	3	1.000	3	3	94.37	2.82	likely_legit
PANK22-1_SAMN12290826_MAG_00000005	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	588	3	3	1.000	2	2	94.37	2.82	likely_legit
PANK22-1_SAMN12291151_MAG_00000009	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	596	3	3	1.000	3	3	85.92	5.63	likely_legit
PANK22-1_SAMN12291211_MAG_00000073	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	599	3	3	1.000	3	3	77.46	2.82	likely_legit
PANK22-1_SAMN12291260_MAG_00000030	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	605	3	3	1.000	3	3	88.73	1.41	likely_legit
PANK22-1_SAMN12291261_MAG_00000019	Unknown Bin18	Bin18	PANK22-1	Marine sponge tissue	True	3	3	1.000	0.000	363	2	3	0.667	3	3	78.87	4.23	likely_legit
PANK22-1_SAMN12291263_MAG_00000018	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	598	3	3	1.000	3	3	95.77	2.82	likely_legit
PANK22-1_SAMN12291265_MAG_00000005	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	0.667	596	3	3	1.000	3	3	71.9	0.0	likely_legit
PANK22-1_SAMN12291595_MAG_00000033	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	598	3	3	1.000	3	3	97.18	2.82	likely_legit
PANK22-1_SAMN12291596_MAG_00000028	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	606	3	3	1.000	3	3	94.37	5.63	likely_legit
PANK22-1_SAMN12291663_MAG_00000028	Unknown HK1	HK1	PANK22-1	Marine sponge tissue	True	3	3	0.667	1.000	595	3	3	1.000	2	3	76.06	4.23	likely_legit
POHA15-1_SAMEA2555031_MAG_00000003	Limnobacter sp002954425	Limnobacter	POHA15-1	Seawater	True	3	3	0.333	0.333	368	3	3	1.000	3	3	87.92	0.59	uncertain
