target_id	genome	evidence_tier	protein_length	ref_accession	ref_length	pident	alnlen	evalue	qcov	tcov	length_ratio_query_to_ref
OMDBv2.0_AA_G_NR100_000088929353	LOPE16-1_SAMN05213993_MAG_00000015	Catalytic triad complete	602	A0A1Y5T7Z3	601	72.300	600	8.108E-310	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000242008062	ZHAN22-3_SAMN22787255_MAG_00000013	Catalytic triad complete	615	A0ABU5EAP6	599	52.800	588	1.954E-217	0.953	0.982	1.0267
OMDBv2.0_AA_G_NR100_000001364770	AGAR17-1_SAMN04939377_MAG_00000015	Catalytic triad complete	602	A0A4V2UPU4	597	75.100	599	1.961E-321	0.995	0.997	1.0084
OMDBv2.0_AA_G_NR100_000036828934	CAOS20-1_SAMN13674977-S004_MAG_00000007	Catalytic triad complete	334	A0A1H0JBJ9	597	77.600	327	1.658E-181	0.979	0.548	0.5595
OMDBv2.0_AA_G_NR100_000016683965	BILL18-1_SAMN07136727_MAG_00000011	Catalytic triad complete	614	A0ABU8XWM0	661	61.300	610	3.839E-254	0.990	0.923	0.9289
OMDBv2.0_AA_G_NR100_000151558210	RSGB23-1_GCF-013334205-V1_GENO_10000001	Catalytic triad complete	572	A0AAJ2F1C9	566	75.500	563	2.149E-285	0.984	0.989	1.0106
OMDBv2.0_AA_G_NR100_000159736833	SANT17-1_SAMN02924045_MAG_00000126	Catalytic triad complete	532	A0A1I2DH43	569	73.400	523	1.115E-268	0.981	0.919	0.9350
OMDBv2.0_AA_G_NR100_000152501575	RSGB23-1_GCF-016592015-V1_GENO_10000001	Catalytic triad complete	570	A0A1I2DH43	569	78.900	569	6.129E-309	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000139211816	RSGB23-1_GCF-000498435-V1_GENO_10000001	Catalytic triad complete	575	A0ABU1ZJ09	577	83.300	577	0.000E+00	0.998	1.000	0.9965
OMDBv2.0_AA_G_NR100_000083676785	KRUG19-1_SAMN03169783_MAG_00000047	Catalytic triad complete	446	A0ACH4G603	608	60.900	440	7.355E-190	0.982	0.724	0.7336
OMDBv2.0_AA_G_NR100_000125243836	POHA15-1_SAMEA2555019_MAG_00000146	Catalytic triad complete	606	A0ACH4G603	608	55.500	556	9.786E-215	0.909	0.914	0.9967
OMDBv2.0_AA_G_NR100_000097983051	LUOR22-1_SAMEA13322663_MAG_00000138	Catalytic triad complete	467	A0A974SQ83	605	61.900	465	6.129E-204	0.991	0.769	0.7719
OMDBv2.0_AA_G_NR100_000073702637	KELL22-1_SAMN22237343_MAG_00000036	Catalytic triad complete	592	A0A431VKS2	599	55.600	584	5.451E-227	0.981	0.975	0.9883
OMDBv2.0_AA_G_NR100_000163464277	SCHR19-1_SAMN09406127_MAG_00000001	HMM-supported (no triad)	246	A0ABY0SG89	601	98.300	239	1.593E-151	0.972	0.398	0.4093
OMDBv2.0_AA_G_NR100_000088919094	LOPE16-1_SAMN05213993_MAG_00000007	Catalytic triad complete	602	A0ABY0SG89	601	91.500	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000234070093	WIND23-1_Gp0561258-S001_MAG_00000142	Catalytic triad complete	602	A0ABY0SG89	601	92.000	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000167318450	SHIN18-1_SAMEA104707374_MAG_00000046	Catalytic triad complete	602	Q168U4	601	84.600	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000199375181	TARA_SAMEA4397948_MAG_00000029	Catalytic triad complete	602	A0ABY0SG89	601	81.100	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000054678922	DUAR15-1_SAMN06266099_MAG_00000027	Catalytic triad complete	610	A0A841KA66	593	76.400	581	6.831E-311	0.952	0.973	1.0287
OMDBv2.0_AA_G_NR100_000145502530	RSGB23-1_GCF-004920585-V1_GENO_10000001	Catalytic triad complete	598	A0A0W0XV07	615	96.300	597	0.000E+00	0.998	0.971	0.9724
OMDBv2.0_AA_G_NR100_000037292617	CAOS20-1_SAMN13674977-S010_MAG_00000054	Catalytic triad complete	611	A0A7W8MD59	610	92.200	610	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000200737747	TARA_SAMEA4398387_MAG_00000149	Catalytic triad complete	616	A0A4R3JC61	615	67.700	576	1.412E-271	0.935	0.937	1.0016
OMDBv2.0_AA_G_NR100_000084352748	SOLA22-1_SAMEA7060524_MAG_00000049	Catalytic triad complete	564	A0A7I8BXD7	580	46.900	535	6.691E-169	0.949	0.922	0.9724
OMDBv2.0_AA_G_NR100_000029630047	BPAM22-1_SAMN07483612_MAG_00000044	Catalytic triad complete	611	A0A844QG53	610	77.500	610	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000211545464	TARA_SAMEA6015790_MAG_00000047	Catalytic triad complete	615	A0A4R0P674	610	72.200	595	1.311E-308	0.967	0.975	1.0082
OMDBv2.0_AA_G_NR100_000074076592	KELL22-1_SAMN22237345_MAG_00000020	Catalytic triad complete	614	A0A1Y5SQJ2	597	61.400	534	5.963E-225	0.870	0.891	1.0285
OMDBv2.0_AA_G_NR100_000228639411	WANG22-1_SAMN08714533-S081_MAG_00000028	Catalytic triad complete	472	A0A238J1L1	599	87.400	470	1.499E-289	0.996	0.785	0.7880
OMDBv2.0_AA_G_NR100_000217110701	TARA_SAMEA6052032_MAG_00000058	Catalytic triad complete	181	D8IXL9	832	32.600	143	7.367E-18	0.768	0.172	0.2175
OMDBv2.0_AA_G_NR100_000211703983	TARA_SAMEA6015953_MAG_00000073	Catalytic triad complete	420	D8IXL9	832	42.000	409	8.163E-103	0.950	0.492	0.5048
OMDBv2.0_AA_G_NR100_000000238081	ACIN21-1_SAMN05421706_MAG_00000036	Catalytic triad complete	589	D8IXL9	832	45.000	569	2.109E-150	0.954	0.684	0.7079
OMDBv2.0_AA_G_NR100_000048110830	COLL22-1_SAMN16929963_MAG_00000032	Catalytic triad complete	300	A0A0K8MDT7	380	27.800	268	1.854E-23	0.893	0.642	0.7895
OMDBv2.0_AA_G_NR100_000061158339	GALA18-1_SAMEA4699814_MAG_00000024	Catalytic triad complete	405	A0A0K8MDT7	380	28.700	304	5.271E-25	0.751	0.763	1.0658
OMDBv2.0_AA_G_NR100_000125323231	POHA15-1_SAMEA2555021_MAG_00000104	Catalytic triad complete	417	A0A0K8MDT7	380	29.500	306	1.986E-24	0.734	0.761	1.0974
OMDBv2.0_AA_G_NR100_000001195079	AGAR17-1_SAMN04939364_MAG_00000005	Catalytic triad complete	423	A0A0K8MDT7	380	28.800	328	1.543E-25	0.775	0.803	1.1132
OMDBv2.0_AA_G_NR100_000047266612	COLL22-1_SAMN16929939_MAG_00000022	Catalytic triad complete	424	A0A0K8MDT7	380	28.100	294	2.804E-25	0.693	0.729	1.1158
OMDBv2.0_AA_G_NR100_000113822031	TARA_SAMEA2619507_MAG_00000026	Catalytic triad complete	424	A0A0K8MDT7	380	28.700	319	9.016E-25	0.752	0.803	1.1158
OMDBv2.0_AA_G_NR100_000018958834	BOEU19-1_SAMN09765694_MAG_00000018	Catalytic triad complete	425	A0A0K8MDT7	380	28.200	299	2.188E-24	0.704	0.750	1.1184
OMDBv2.0_AA_G_NR100_000142524596	RSGB23-1_GCF-002237555-V1_GENO_10000001	Catalytic triad complete	426	A0A0K8MDT7	380	29.900	299	9.236E-25	0.702	0.750	1.1211
OMDBv2.0_AA_G_NR100_000067264412	JING18-1_SAMN07652563-S003_MAG_00000023	Catalytic triad complete	427	A0A0K8MDT7	380	29.700	299	2.997E-24	0.700	0.750	1.1237
OMDBv2.0_AA_G_NR100_000136954584	RSGB23-1_GCF-000152625-V1_GENO_10000001	Catalytic triad complete	432	A0A0K8MDT7	380	27.700	304	5.767E-23	0.704	0.763	1.1368
OMDBv2.0_AA_G_NR100_000106723517	NAPP22-1_SAMN15346754_MAG_00000048	Catalytic triad complete	436	A0A0K8MDT7	380	29.500	299	1.058E-23	0.686	0.750	1.1474
OMDBv2.0_AA_G_NR100_000151236533	RSGB23-1_GCF-011601345-V1_GENO_10000001	Catalytic triad complete	438	A0A0K8MDT7	380	28.300	304	1.002E-26	0.694	0.763	1.1526
OMDBv2.0_AA_G_NR100_000207931082	TARA_SAMEA6006752_MAG_00000152	Catalytic triad complete	433	A0A0K8MDT7	380	30.600	298	5.603E-25	0.688	0.750	1.1395
OMDBv2.0_AA_G_NR100_000139309283	RSGB23-1_GCF-000518845-V1_GENO_10000001	Catalytic triad complete	785	Q5P962	809	57.700	710	6.342E-274	0.904	0.876	0.9703
OMDBv2.0_AA_G_NR100_000213328083	TARA_SAMEA6022156_MAG_00000013	HMM-supported (no triad)	92	A0A839SWE3	441	50.000	90	3.719E-27	0.978	0.204	0.2086
OMDBv2.0_AA_G_NR100_000207968661	TARA_SAMEA6007149_MAG_00000070	HMM-supported (no triad)	96	A0A2T6B9N3	600	62.700	94	6.706E-39	0.979	0.157	0.1600
OMDBv2.0_AA_G_NR100_000024191148	BPAM22-1_SAMN07483173_MAG_00000061	HMM-supported (no triad)	98	A0A5S3PBJ7	601	63.100	95	2.153E-43	0.969	0.158	0.1631
OMDBv2.0_AA_G_NR100_000137257325	RSGB23-1_GCF-000171615-V1_GENO_10000001	HMM-supported (no triad)	150	A0ABT9V1P0	342	48.600	143	2.318E-42	0.953	0.415	0.4386
OMDBv2.0_AA_G_NR100_000197859506	TARA_SAMEA2623741_MAG_00000032	Catalytic triad complete	156	A0ABS3KRX6	617	61.200	155	1.228E-66	0.994	0.251	0.2528
OMDBv2.0_AA_G_NR100_000140626554	RSGB23-1_GCF-001269385-V1_GENO_10000001	Catalytic triad complete	167	A0A927FDB1	571	76.200	160	2.216E-77	0.958	0.280	0.2925
OMDBv2.0_AA_G_NR100_000004182257	ALNE20-1_SAMEA6236691_MAG_00000087	HMM-supported (no triad)	183	A0A4Q7LVA7	598	73.400	181	1.188E-96	0.989	0.303	0.3060
OMDBv2.0_AA_G_NR100_000070511146	KAGO19-1_SAMD00073968_MAG_00000024	HMM-supported (no triad)	130	A0A7W5GYL0	619	43.100	130	1.922E-29	0.977	0.210	0.2100
OMDBv2.0_AA_G_NR100_000068865493	JOHN19-1_SAMN10217878_MAG_00000144	HMM-supported (no triad)	314	F0J2B2	391	32.300	222	3.276E-15	0.602	0.568	0.8031
OMDBv2.0_AA_G_NR100_000045990414	COLA18-1_SAMN06267279_MAG_00000096	Catalytic triad complete	386	A0A1H6I4J9	426	46.200	344	3.537E-96	0.891	0.808	0.9061
OMDBv2.0_AA_G_NR100_000196133267	TARA_SAMEA2623247_MAG_00000019	HMM-supported (no triad)	262	A0ABS7IXH5	626	85.400	261	7.766E-163	0.996	0.417	0.4185
OMDBv2.0_AA_G_NR100_000167292907	SHIN18-1_SAMEA104707374_MAG_00000015	Catalytic triad complete	265	A0A238J1L1	599	71.000	256	3.270E-120	0.966	0.427	0.4424
OMDBv2.0_AA_G_NR100_000198080122	TARA_SAMEA2623794_MAG_00000069	HMM-supported (no triad)	168	A0A0K8MDT7	380	35.000	117	6.253E-15	0.696	0.300	0.4421
OMDBv2.0_AA_G_NR100_000221774820	TARA_SAMEA6045687_MAG_00000011	Catalytic triad complete	361	A0A1Y6BBD4	429	59.800	341	4.748E-129	0.928	0.795	0.8415
OMDBv2.0_AA_G_NR100_000082059849	KOPF15-1_SAMEA7422969_MAG_00000046	Catalytic triad complete	427	A0A0K8MDT7	380	27.900	300	2.347E-21	0.703	0.753	1.1237
OMDBv2.0_AA_G_NR100_000088632458	LIUR22-1_SAMN17320299_MAG_00000088	Catalytic triad complete	173	A0A1G6U0H9	416	54.300	162	8.461E-55	0.936	0.389	0.4159
OMDBv2.0_AA_G_NR100_000148126528	RSGB23-1_GCF-004358695-V1_GENO_10000001	Catalytic triad complete	440	A0A0K8MDT7	380	28.800	295	1.104E-23	0.670	0.739	1.1579
OMDBv2.0_AA_G_NR100_000154570669	SANC23-1_SAMEA110646476_MAG_00000107	Catalytic triad complete	411	A0A0K8MDT7	380	29.800	299	8.184E-23	0.727	0.750	1.0816
OMDBv2.0_AA_G_NR100_000207987485	TARA_SAMEA6006780_MAG_00000253	Catalytic triad complete	360	A0A059F8P3	579	73.800	352	6.965E-174	0.978	0.608	0.6218
OMDBv2.0_AA_G_NR100_000169078086	SIER19-1_SAMEA4692739_MAG_00000079	Catalytic triad complete	358	A0A6I6EJF8	355	35.600	352	2.719E-65	0.983	0.975	1.0085
OMDBv2.0_AA_G_NR100_000183129829	TARA_SAMEA2189670_MAG_00000073	Catalytic triad complete	441	A0ABU2DYI9	373	28.300	330	2.567E-25	0.748	0.855	1.1823
OMDBv2.0_AA_G_NR100_000182147685	TAOJ22-1_SAMN27365859_MAG_00000364	Catalytic triad complete	356	B2FJD9	355	98.000	354	1.058E-234	0.994	0.997	1.0028
OMDBv2.0_AA_G_NR100_000067311102	JING18-1_SAMN07652563-S003_MAG_00000096	Catalytic triad complete	374	A0A286GCU4	363	35.300	353	4.021E-59	0.944	0.961	1.0303
OMDBv2.0_AA_G_NR100_000205213728	TARA_SAMEA6000948_MAG_00000034	HMM-supported (no triad)	374	A0A853C920	361	25.900	294	1.906E-14	0.786	0.795	1.0360
OMDBv2.0_AA_G_NR100_000044262296	CHAS20-1_SAMN14350223_MAG_00000070	Catalytic triad complete	355	Q9F5P8	355	63.700	350	1.159E-155	0.983	0.986	1.0000
OMDBv2.0_AA_G_NR100_000235121045	WIND23-1_Gp0561265-S001_MAG_00000068	HMM-supported (no triad)	375	A0ABS4QRK7	352	26.800	258	1.784E-11	0.677	0.733	1.0653
OMDBv2.0_AA_G_NR100_000120683812	PANK22-1_SAMN12291129_MAG_00000031	Catalytic triad complete	308	A0A1C3UEH4	360	51.200	285	2.350E-98	0.925	0.792	0.8556
OMDBv2.0_AA_G_NR100_000219200405	TARA_SAMEA6039926_MAG_00000098	Catalytic triad complete	361	A0A1C3UEH4	360	52.100	349	5.296E-127	0.967	0.969	1.0028
OMDBv2.0_AA_G_NR100_000125145642	PASC20-1_SAMN09948730_MAG_00000001	HMM-supported (no triad)	369	A0AA36NW94	361	75.900	362	2.750E-186	0.981	1.000	1.0222
OMDBv2.0_AA_G_NR100_000128009010	REYS20-1_SAMN12239307_MAG_00000142	Catalytic triad complete	369	A0A1I2I086	383	37.300	312	1.213E-68	0.846	0.812	0.9634
OMDBv2.0_AA_G_NR100_000148778500	RSGB23-1_GCF-005503645-V1_GENO_10000001	Catalytic triad complete	358	A0ABM7QG52	358	76.900	351	2.197E-192	0.980	0.980	1.0000
OMDBv2.0_AA_G_NR100_000195200155	TARA_SAMEA2622914_MAG_00000006	Catalytic triad complete	369	A0A1I2I086	383	38.300	338	2.610E-77	0.916	0.854	0.9634
OMDBv2.0_AA_G_NR100_000058471404	FUCH22-1_SAMN18055980_MAG_00000092	Catalytic triad complete	344	A0ABQ0CC89	354	56.700	340	4.713E-133	0.988	0.960	0.9718
OMDBv2.0_AA_G_NR100_000206078772	TARA_SAMEA6004328_MAG_00000010	Catalytic triad complete	355	Q9F5P8	355	63.800	354	9.198E-160	0.994	0.997	1.0000
OMDBv2.0_AA_G_NR100_000215859571	TARA_SAMEA6029349_MAG_00000011	Catalytic triad complete	355	Q9F5P8	355	63.800	354	1.906E-160	0.994	0.997	1.0000
OMDBv2.0_AA_G_NR100_000200692190	TARA_SAMEA4397278_MAG_00000128	Catalytic triad complete	356	Q9F5P8	355	58.300	353	1.567E-145	0.989	0.994	1.0028
OMDBv2.0_AA_G_NR100_000001134279	ACIN21-1_SAMN05422195_MAG_00000028	Catalytic triad complete	305	I3D2C6	354	73.200	303	3.259E-166	0.993	0.856	0.8616
OMDBv2.0_AA_G_NR100_000015600610	BILL18-1_SAMN07136525_MAG_00000019	Catalytic triad complete	354	I3D2C6	354	69.300	352	4.119E-181	0.994	0.994	1.0000
OMDBv2.0_AA_G_NR100_000054690634	DUAR15-1_SAMN06266141_MAG_00000032	Catalytic triad complete	354	I3D2C6	354	68.700	352	2.470E-179	0.994	0.994	1.0000
OMDBv2.0_AA_G_NR100_000093321026	LUOE20-1_SAMN11874603-S001_MAG_00000026	Catalytic triad complete	354	I3D2C6	354	70.700	352	1.169E-181	0.994	0.994	1.0000
OMDBv2.0_AA_G_NR100_000160481150	SAWJ20-1_SAMD00080427_MAG_00000017	Catalytic triad complete	354	I3D2C6	354	68.700	352	7.009E-180	0.994	0.994	1.0000
OMDBv2.0_AA_G_NR100_000063595399	HARO18-2_SAMN10839294_MAG_00000144	Catalytic triad complete	355	I3D2C6	354	67.700	354	6.141E-175	0.997	1.000	1.0028
OMDBv2.0_AA_G_NR100_000014666614	CAST23-1_SAMN19118272_MAG_00000052	Catalytic triad complete	356	I3D2C6	354	65.800	354	3.849E-173	0.994	1.000	1.0056
OMDBv2.0_AA_G_NR100_000205547327	TARA_SAMEA6001340_MAG_00000155	Catalytic triad complete	290	A0ACH0DLW9	365	53.800	285	4.627E-106	0.983	0.781	0.7945
OMDBv2.0_AA_G_NR100_000236055147	XUSH22-1_SAMN16869644_MAG_00000041	HMM-supported (no triad)	366	A0A2U3MZM2	365	61.100	363	1.030E-149	0.992	0.995	1.0027
OMDBv2.0_AA_G_NR100_000228255165	WANG22-1_SAMN08714533-S077_MAG_00000038	Catalytic triad complete	366	A0A9X1ZY21	362	32.900	336	2.089E-56	0.918	0.928	1.0110
OMDBv2.0_AA_G_NR100_000232131952	WANG22-1_SAMN08714628-S002_MAG_00000275	Catalytic triad complete	411	A0A0K8MDT7	380	29.200	299	4.429E-24	0.727	0.750	1.0816
OMDBv2.0_AA_G_NR100_000129621781	ROBB21-1_SAMN13943200_MAG_00000029	Catalytic triad complete	412	A0A1G7UVR7	422	46.700	402	4.040E-94	0.934	0.953	0.9763
OMDBv2.0_AA_G_NR100_000108640475	NGUY21-1_SAMN17524318_MAG_00000236	Catalytic triad complete	382	A0A1Y6BBD4	429	50.400	350	2.021E-98	0.885	0.816	0.8904
OMDBv2.0_AA_G_NR100_000212545039	TARA_SAMEA6019592_MAG_00000003	Catalytic triad complete	412	A0ABU1JGX6	452	54.900	402	3.590E-130	0.976	0.872	0.9115
OMDBv2.0_AA_G_NR100_000203207142	TARA_SAMEA4398315_MAG_00000008	Catalytic triad complete	409	A0A1Y2MK30	452	27.100	364	6.288E-20	0.890	0.748	0.9049
OMDBv2.0_AA_G_NR100_000138781282	RSGB23-1_GCF-000422345-V1_GENO_10000001	Catalytic triad complete	404	A0A7W4Z7U6	421	61.800	391	1.953E-167	0.968	0.919	0.9596
OMDBv2.0_AA_G_NR100_000049222802	COLL22-1_SAMN16930056_MAG_00000020	Catalytic triad complete	399	A0A0K8MDT7	380	28.600	308	1.000E-20	0.772	0.771	1.0500
OMDBv2.0_AA_G_NR100_000168125953	SIER19-1_SAMEA4692675_MAG_00000006	Catalytic triad complete	246	A0A1Y2MK30	452	27.300	245	2.004E-15	0.996	0.509	0.5442
OMDBv2.0_AA_G_NR100_000003129335	ALNE18-1_SAMEA104408621_MAG_00000065	Catalytic triad complete	407	A0A0K8MDT7	380	30.300	298	1.398E-22	0.732	0.750	1.0711
OMDBv2.0_AA_G_NR100_000138207110	RSGB23-1_GCF-000328685-V1_GENO_10000001	Catalytic triad complete	474	A0ABD6BE98	537	70.000	537	5.165E-240	0.998	1.000	0.8827
OMDBv2.0_AA_G_NR100_000089828967	LUOE20-1_SAMN25282791-S001_MAG_00000002	Catalytic triad complete	68	I3TGV6	421	55.700	61	9.213E-17	0.897	0.145	0.1615
OMDBv2.0_AA_G_NR100_000023649788	BPAM22-1_SAMN07483108_MAG_00000015	Catalytic triad complete	430	A0A1H6I4J9	426	49.700	422	7.333E-124	0.981	0.991	1.0094
OMDBv2.0_AA_G_NR100_000183871383	WANG22-1_SAMN08714533-S097_MAG_00000090	Catalytic triad complete	407	A0ABS7UTL6	348	25.000	299	9.189E-12	0.735	0.833	1.1695
OMDBv2.0_AA_G_NR100_000083738570	KRUG19-1_SAMN06266125_MAG_00000103	Catalytic triad complete	353	A0A1H6I4J9	426	46.500	344	1.296E-90	0.958	0.808	0.8286
OMDBv2.0_AA_G_NR100_000005221277	ALNE20-1_SAMEA6236717_MAG_00000039	HMM-supported (no triad)	134	A0A1H8EG95	597	67.400	132	6.549E-61	0.978	0.221	0.2245
OMDBv2.0_AA_G_NR100_000154228573	RUSA22-1_SAMN23283059_MAG_00000025	Catalytic triad complete	606	A0A2R8ADY8	601	60.800	588	3.747E-251	0.970	0.978	1.0083
OMDBv2.0_AA_G_NR100_000241011543	ZHAN22-2_SAMN18200501_MAG_00000072	Catalytic triad complete	386	A0A2R8ADY8	601	72.200	385	5.161E-191	0.997	0.641	0.6423
OMDBv2.0_AA_G_NR100_000170063097	SILV23-1_SAMEA8700010_MAG_00000022	Catalytic triad complete	507	A0A431VKS2	599	70.200	504	2.094E-254	0.994	0.841	0.8464
OMDBv2.0_AA_G_NR100_000123520216	PANK22-1_SAMN12291588_MAG_00000013	Catalytic triad complete	606	A0ABU5EAP6	599	57.100	576	5.834E-225	0.950	0.960	1.0117
OMDBv2.0_AA_G_NR100_000160562177	SCHO22-1_SAMN24006287_MAG_00000011	Catalytic triad complete	607	A0A397PFH9	613	61.100	590	1.226E-255	0.964	0.962	0.9902
OMDBv2.0_AA_G_NR100_000153231338	RSGB23-1_GCF-019334365-V1_GENO_10000001	Catalytic triad complete	562	A0A1I7H8V5	602	74.000	566	2.894E-283	0.996	0.940	0.9336
OMDBv2.0_AA_G_NR100_000050141081	COLL22-1_SAMN16930152_MAG_00000049	Catalytic triad complete	600	A0A967C673	601	62.400	591	9.959E-260	0.982	0.983	0.9983
OMDBv2.0_AA_G_NR100_000051897341	DHAR22-1_SAMN20424373_MAG_00000139	Catalytic triad complete	608	A0A0D6JB13	605	69.400	594	1.419E-290	0.977	0.979	1.0050
OMDBv2.0_AA_G_NR100_000055860749	ENGE20-1_SAMN12347672_MAG_00000035	Catalytic triad complete	301	A0A369TLY1	577	65.600	291	9.776E-134	0.963	0.504	0.5217
OMDBv2.0_AA_G_NR100_000109888144	NGUY21-1_SAMN17524324_MAG_00000070	Catalytic triad complete	608	A0ABU5EAP6	599	62.100	592	1.435E-250	0.974	0.977	1.0150
OMDBv2.0_AA_G_NR100_000025167442	BPAM22-1_SAMN07483248_MAG_00000022	Catalytic triad complete	598	A0A1M5PDU5	597	66.100	591	7.714E-280	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000074635733	KIEF18-1_SAMN04917373-S024_MAG_00000053	Catalytic triad complete	598	A0A2T6B9N3	600	66.400	591	7.628E-283	0.988	0.985	0.9967
OMDBv2.0_AA_G_NR100_000223256222	TARA_SAMEA6051629_MAG_00000051	Catalytic triad complete	598	A0A1M5PDU5	597	66.100	591	1.447E-279	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000218109181	TARA_SAMEA6036003_MAG_00000003	Catalytic triad complete	461	A0A286GR83	599	59.000	459	7.457E-193	0.987	0.766	0.7696
OMDBv2.0_AA_G_NR100_000003809544	ALNE20-1_SAMEA6236683_MAG_00000112	Catalytic triad complete	641	A0A8G2BML8	600	74.700	590	3.713E-310	0.920	0.977	1.0683
OMDBv2.0_AA_G_NR100_000008682274	ATLA15-1_SAMN03981653-S001_MAG_00000114	Catalytic triad complete	341	A0A1Y5S439	631	70.400	338	7.315E-164	0.991	0.531	0.5404
OMDBv2.0_AA_G_NR100_000035193015	BRAK15-1_SAMN03392603_MAG_00000016	Catalytic triad complete	574	A0A430KVX0	580	56.300	570	1.095E-228	0.990	0.983	0.9897
OMDBv2.0_AA_G_NR100_000195146912	TARA_SAMEA2622856_MAG_00000010	Catalytic triad complete	574	A0A4R1GLL5	583	56.700	569	1.347E-230	0.988	0.976	0.9846
OMDBv2.0_AA_G_NR100_000190691642	TARA_SAMEA2622769_MAG_00000073	Catalytic triad complete	575	A0ABQ1K8M3	583	56.900	570	1.727E-232	0.990	0.978	0.9863
OMDBv2.0_AA_G_NR100_000006854429	ATLA15-1_SAMN03981636-S001_MAG_00000015	Catalytic triad complete	414	A0A7W6ICJ9	626	69.800	411	9.008E-203	0.993	0.657	0.6613
OMDBv2.0_AA_G_NR100_000190891142	TARA_SAMEA2621971_MAG_00000016	Catalytic triad complete	413	A0A1M6RBJ8	602	86.800	380	3.377E-235	0.920	0.631	0.6860
OMDBv2.0_AA_G_NR100_000148472199	RSGB23-1_GCF-004792665-V1_GENO_10000001	Catalytic triad complete	637	A0A7Y0WS06	636	100.000	636	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000097581056	LUOE22-1_SAMN18233097_MAG_00000009	Catalytic triad complete	633	A0A1M6RBJ8	602	80.800	600	0.000E+00	0.948	0.997	1.0515
OMDBv2.0_AA_G_NR100_000131814643	RSGB23-1_GCA-003263795-V1_GENO_10000001	HMM-supported (no triad)	294	A0A240EH58	598	96.500	292	2.044E-186	0.993	0.488	0.4916
OMDBv2.0_AA_G_NR100_000078327986	KOPF15-1_SAMEA7422953_MAG_00000171	Catalytic triad complete	591	A0ABN8E214	590	87.200	590	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000151069357	RSGB23-1_GCF-010587385-V1_GENO_10000001	Catalytic triad complete	591	A0ABT5R4L0	606	77.000	589	4.941E-324	0.995	0.972	0.9752
OMDBv2.0_AA_G_NR100_000137336397	RSGB23-1_GCF-000175995-V1_GENO_10000001	Catalytic triad complete	592	A0ABX1I5H8	591	81.500	591	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000143850627	RSGB23-1_GCF-002875385-V1_GENO_10000001	Catalytic triad complete	592	A0ABW7JFI9	591	99.800	591	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000149169886	RSGB23-1_GCF-006370755-V1_GENO_10000001	Catalytic triad complete	592	A0ABX1I5H8	591	95.000	591	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000151588236	RSGB23-1_GCF-013357765-V1_GENO_10000001	Catalytic triad complete	592	A0ABX1I5H8	591	80.500	591	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000086633476	LARK21-1_SAMN15783008_MAG_00000011	Catalytic triad complete	595	A0ABS2ZXJ1	594	97.400	594	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000143836800	RSGB23-1_GCF-002875145-V1_GENO_10000001	Catalytic triad complete	604	A0ACG1YEH5	608	95.300	608	0.000E+00	0.998	1.000	0.9934
OMDBv2.0_AA_G_NR100_000143678170	RSGB23-1_GCF-003050065-V1_GENO_10000001	Catalytic triad complete	609	A0A1C3J9H4	608	98.000	608	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000143890179	RSGB23-1_GCF-002876225-V1_GENO_10000001	Catalytic triad complete	609	A0ACG1YEH5	608	99.100	608	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000089969723	LUOE20-1_SAMN05991685-S001_MAG_00000028	HMM-supported (no triad)	221	A0A1C3J9H4	608	89.000	220	3.778E-136	0.995	0.362	0.3635
OMDBv2.0_AA_G_NR100_000208241431	TARA_SAMEA6007720_MAG_00000051	Catalytic triad complete	639	A0A399RGD8	680	57.000	599	1.388E-240	0.936	0.881	0.9397
OMDBv2.0_AA_G_NR100_000038591734	CAOS20-1_SAMN13674978-S008_MAG_00000036	Catalytic triad complete	239	A0A1Y5SQJ2	597	61.500	200	1.236E-77	0.837	0.325	0.4003
